director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,movie_title
Spike Lee,0,Alfre Woodard,1000,Delroy Lindo,848,Isaiah Washington,534,CrooklynåÊ
Chris Rock,0,Steve Buscemi,12000,Eliza Coupe,490,Wendell Pierce,458,I Think I Love My WifeåÊ
James Isaac,52,Peter Mensah,1000,Kane Hodder,935,Lexa Doig,489,Jason XåÊ
Shawn Levy,189,Frankie Muniz,934,Donald Faison,927,Lee Majors,799,Big Fat LiaråÊ
Emilio Estevez,0,Anthony Hopkins,12000,Nick Cannon,593,Brian Geraghty,383,BobbyåÊ
Mark Waters,70,Monica Potter,878,Ivana Milicevic,834,China Chow,169,Head Over HeelsåÊ
Josh Schwartz,90,Thomas McDonell,962,Jackson Nicoll,925,Osric Chau,635,Fun SizeåÊ
Julian Schnabel,232,Emmanuelle Seigner,413,Mathieu Amalric,412,Isaach De BankolÌ©,177,The Diving Bell and the ButterflyåÊ
Todd Field,143,Kate Winslet,14000,Noah Emmerich,617,Jane Adams,280,Little ChildrenåÊ
Davis Guggenheim,49,Norman Reedus,12000,Sharon Lawrence,215,Noam Jenkins,191,GossipåÊ
Tony Goldwyn,956,Viggo Mortensen,10000,Julie Kavner,233,Tovah Feldshuh,113,A Walk on the MoonåÊ
Phillip Noyce,176,Derek Luke,543,Terry Pheto,113,Bonnie Henna,15,Catch a FireåÊ
Stephen Carpenter,12,Melissa Sagemiller,159,Angela Featherstone,102,Candace Kroslak,102,Soul SurvivorsåÊ
James Ivory,133,Seth Gilliam,423,Todd Boyce,15,Nigel Whitmey,5,Jefferson in ParisåÊ
Stephan Elliott,11,Colin Firth,14000,Kristin Scott Thomas,1000,Kris Marshall,548,Easy VirtueåÊ
James Fargo,109,Christopher Lee,16000,Joseph Cotten,469,Behrouz Vossoughi,324,CaravansåÊ
Mike Leigh,608,Lesley Manville,149,Ruth Sheen,44,Karl Johnson,43,Mr. TurneråÊ
Alain Resnais,752,Mathieu Amalric,412,Sara Forestier,74,Edouard Baer,59,Wild GrassåÊ
Costa-Gavras,333,Sebastian Koch,380,Mathieu Kassovitz,326,Ulrich MÌ_he,284,Amen.åÊ
Chao-Bin Su,2,Woo-sung Jung,149,Shawn Yue,32,Kelly Lin,21,Reign of AssassinsåÊ
Neil Burger,168,John Heard,697,Katherine LaNasa,329,Mark L. Young,322,The Lucky OnesåÊ
Kenneth Lonergan,50,Matt Damon,13000,Kieran Culkin,1000,John Gallagher Jr.,338,MargaretåÊ
Bo Zenga,10,Steve Howey,826,Kenan Thompson,521,Diora Baird,378,Stan HelsingåÊ
Rob Reiner,0,Madeline Carroll,1000,Rebecca De Mornay,872,Aidan Quinn,767,FlippedåÊ
Ang Lee,0,Jake Gyllenhaal,15000,Heath Ledger,13000,Anne Hathaway,11000,Brokeback MountainåÊ
Jonathan Liebesman,473,Noel Fisher,833,Danny Woodburn,809,Jeremy Howard,429,Teenage Mutant Ninja TurtlesåÊ
Amy Heckerling,143,Donald Faison,927,Dan Hedaya,281,Elisa Donovan,201,CluelessåÊ
Todd Haynes,162,Dennis Quaid,2000,Celia Weston,258,Michael Gaston,135,Far from HeavenåÊ
Steve Pink,38,Adam Scott,3000,Gillian Jacobs,837,Collette Wolfe,390,Hot Tub Time Machine 2åÊ
,,Krystyna Janda,20,Olaf Lubaszenko,3,Olgierd Lukaszewicz,2,DekalogåÊ            
Philip Kaufman,133,Kate Winslet,14000,Stephen Marcus,230,Amelia Warner,170,QuillsåÊ
Martin McDonagh,454,Abbie Cornish,2000,Gabourey Sidibe,906,Michael Stuhlbarg,816,Seven PsychopathsåÊ
Kasi Lemmons,148,Colm Feore,539,Tamara Tunie,508,Aunjanue Ellis,400,The Caveman's ValentineåÊ
,,Jacek Koman,70,Marian Dziedziel,2,Jaroslaw Boberek,2,The BorderåÊ            
Oliver Hirschbiegel,101,Thomas Kretschmann,918,Bruno Ganz,653,Alexandra Maria Lara,471,DownfallåÊ
Alejandro AmenÌÁbar,448,BelÌ©n Rueda,273,Lola DueÌ±as,114,Tamar Novas,93,The Sea InsideåÊ
Jonathan Glazer,143,Scarlett Johansson,19000,Paul Brannigan,50,Alison Chand,21,Under the SkinåÊ
Barry Levinson,272,Robin Williams,49000,J.T. Walsh,263,Bruno Kirby,227,"Good Morning, VietnamåÊ"
Hyung-rae Shim,26,Jason Mewes,898,Stephanie Danielson,391,Michael Rispoli,385,The Last GodfatheråÊ
Jon M. Chu,209,Usher Raymond,569,Sean Kingston,69,Boys II Men,41,Justin Bieber: Never Say NeveråÊ
Darren Aronofsky,0,Natalie Portman,20000,Mila Kunis,15000,Mark Margolis,1000,Black SwanåÊ
JosÌ© Padilha,294,Gary Oldman,10000,Abbie Cornish,2000,Jennifer Ehle,1000,RoboCopåÊ
Francis Ford Coppola,0,Robert De Niro,22000,Al Pacino,14000,Robert Duvall,3000,The Godfather: Part IIåÊ
Thomas Carter,49,Sean Patrick Thomas,656,Terry Kinney,363,Fredro Starr,237,Save the Last DanceåÊ
Renny Harlin,212,Tuesday Knight,130,Rodney Eastman,125,Brooke Bundy,54,A Nightmare on Elm Street 4: The Dream MasteråÊ
Patricia Riggen,36,Jennifer Garner,3000,Brighton Sharbino,3000,Martin Henderson,579,Miracles from HeavenåÊ
Danny Leiner,8,Jennifer Garner,3000,Mary Lynn Rajskub,934,Marla Sokoloff,612,"Dude, Where's My Car?åÊ"
Christopher Cain,58,Jack Palance,549,Patrick Wayne,439,Brian Keith,316,Young GunsåÊ
Theodore Melfi,51,Bill Murray,13000,Naomi Watts,6000,Reg E. Cathey,360,St. VincentåÊ
Steve Pink,38,Joe Lo Truglio,833,Regina Hall,807,Bryan Callen,460,About Last NightåÊ
Gil Junger,19,Joseph Gordon-Levitt,23000,Heath Ledger,13000,Andrew Keegan,835,10 Things I Hate About YouåÊ
Ed Decter,13,Zooey Deschanel,11000,Eddie Griffin,489,Gene Simmons,301,The New GuyåÊ
Gene Quintano,0,Jon Lovitz,11000,Lin Shaye,852,Bill Nunn,182,Loaded Weapon 1åÊ
Jaume Collet-Serra,174,ÌÒscar Jaenada,619,Brett Cullen,350,Sedona Legge,2,The ShallowsåÊ
Eric Bress,19,Logan Lerman,8000,Eric Stoltz,902,Cameron Bright,829,The Butterfly EffectåÊ
Chris Koch,13,Chris Elliott,571,Mark Webber,442,Jean Smart,329,Snow DayåÊ
Preston A. Whitmore II,17,Mekhi Phifer,1000,Chris Brown,997,Loretta Devine,912,This ChristmasåÊ
Bob Clark,84,Kathleen Turner,899,Dom DeLuise,842,Ruby Dee,782,Baby GeniusesåÊ
Kirk Wong,6,Bokeem Woodbine,904,Elliott Gould,471,Antonio Sabato Jr.,459,The Big HitåÊ
Bronwen Hughes,15,Gregory Smith,694,Eartha Kitt,558,Charlotte Sullivan,388,Harriet the SpyåÊ
John Lafia,5,Jenny Agutter,659,Beth Grant,628,Greg Germann,435,Child's Play 2åÊ
Sam Miller,12,Leslie Bibb,1000,Kate del Castillo,345,Henry Simmons,334,No Good DeedåÊ
Frank Darabont,0,Toby Jones,2000,Alexa Davalos,850,Jeffrey DeMunn,745,The MiståÊ
Alex Garland,232,Elina Alminas,149,Sonoya Mizuno,145,Corey Johnson,123,Ex MachinaåÊ
Spike Jonze,0,Willie Garson,512,Orson Bean,216,Mary Kay Place,213,Being John MalkovichåÊ
Mark Brown,7,Mo'Nique,939,Vivica A. Fox,890,Tamala Jones,405,Two Can Play That GameåÊ
Dave Green,13,Teo Halm,803,Ella Wahlestedt,587,Jason Gray-Stanford,140,Earth to EchoåÊ
John Stockwell,134,Kirsten Dunst,4000,Jay Hernandez,1000,Rolando Molina,525,Crazy/BeautifulåÊ
Clint Eastwood,16000,Yuki Matsuzaki,378,Kazunari Ninomiya,85,ShidÌ« Nakamura,78,Letters from Iwo JimaåÊ
Michael Polish,35,J.K. Simmons,24000,Virginia Madsen,912,Bruce Dern,844,The Astronaut FarmeråÊ
Daisy von Scherler Mayer,18,LL Cool J,1000,Jada Pinkett Smith,851,Dave Chappelle,744,WooåÊ
Lenny Abrahamson,412,Joan Allen,805,Jacob Tremblay,681,Cas Anvar,491,RoomåÊ
Bob Saget,799,Don Rickles,721,Jack Warden,359,Traylor Howard,294,Dirty WorkåÊ
John Waters,0,Kathleen Turner,899,Sam Waterston,849,Traci Lords,650,Serial MomåÊ
Andrew Fleming,26,Ryan Reynolds,16000,Will Ferrell,8000,Kirsten Dunst,4000,DickåÊ
Niels Arden Oplev,76,Michael Nyqvist,690,David Dencik,94,Lena Endre,75,Del 1 - MÌ_n som hatar kvinnoråÊ            
Craig Bolotin,7,Rosario Dawson,3000,Vanessa Williams,1000,Robert Ri'chard,730,Light It UpåÊ
Mark Christopher,15,Salma Hayek,4000,Ellen Albertini Dow,957,Sela Ward,812,54åÊ
Blair Hayes,2,Jake Gyllenhaal,15000,Geoffrey Arend,816,Marley Shelton,690,Bubble BoyåÊ
Jez Butterworth,16,Mark Gatiss,567,Mathieu Kassovitz,326,Ben Chaplin,258,Birthday GirlåÊ
Jon Lucas,24,Justin Chon,552,Josie Loren,528,Sarah Wright,499,21 & OveråÊ
Olivier Assayas,107,Steve Buscemi,12000,Miranda Richardson,530,Catalina Sandino Moreno,280,"Paris, je t'aimeåÊ"
Rod Lurie,37,Harry Lennix,748,Kathryn Morris,573,Peter Coyote,548,Resurrecting the ChampåÊ
Paul Weitz,80,Tina Fey,2000,Sarita Choudhury,257,Christopher Evan Welch,252,AdmissionåÊ
Patrice Leconte,83,Emir Kusturica,2000,Daniel Auteuil,370,Yves Jacques,8,The Widow of Saint-PierreåÊ
Atom Egoyan,460,Liam Neeson,14000,Meghan Heffern,153,Natalie Lisinska,73,ChloeåÊ
Paul Mazursky,150,Chazz Palminteri,979,Ryan O'Neal,385,Paul Mazursky,150,FaithfulåÊ
Jim Sheridan,260,Natalie Portman,20000,Jake Gyllenhaal,15000,Ethan Suplee,1000,BrothersåÊ
Sidney Lumet,0,Peter Dinklage,22000,Vin Diesel,14000,Alex Rocco,968,Find Me GuiltyåÊ
Stephen Chbosky,139,Logan Lerman,8000,Ezra Miller,3000,Kate Walsh,850,The Perks of Being a WallfloweråÊ
Jon Hess,29,Burt Young,683,Ian Gomez,155,Thomas Ian Griffith,147,Excessive ForceåÊ
Douglas McGrath,41,Toby Jones,2000,Isabella Rossellini,812,Hope Davis,442,InfamousåÊ
Michael Winterbottom,187,Milla Jovovich,14000,Sarah Polley,900,Shirley Henderson,887,The ClaimåÊ
Mark Neveldine,83,Djimon Hounsou,3000,Alison Lohman,1000,Dougray Scott,794,The Vatican TapesåÊ
Joe Cornish,115,John Boyega,1000,Luke Treadaway,305,Jodie Whittaker,304,Attack the BlockåÊ
Angelina Jolie Pitt,11000,Jelena Jovanova,306,Nikola Djuricko,164,Branko Djuric,116,In the Land of Blood and HoneyåÊ
Brad Anderson,122,Michael Imperioli,873,Tara Platt,461,Roma Maffia,383,The CallåÊ
John H. Lee,32,Liam Neeson,14000,Dean Dawson,81,Jung-jae Lee,29,Operation ChromiteåÊ
John Stainton,0,Steve Irwin,477,Aden Young,238,Steve Bastoni,234,The Crocodile Hunter: Collision CourseåÊ
Glenn Ficarra,43,Dameon Clarke,170,Louis Herthum,157,Annie Golden,113,I Love You Phillip MorrisåÊ
Jean-Jacques Annaud,218,Rae Dawn Chong,581,Everett McGill,201,Gary Schwartz,91,Quest for FireåÊ
Denzel Washington,18000,Denzel Washington,18000,Kevin Connolly,638,Derek Luke,543,Antwone FisheråÊ
Michael Hoffman,97,Gabriel Millman,13000,Embeth Davidtz,795,Rob Morrow,355,The Emperor's ClubåÊ
Tony Scott,12000,Brad Pitt,11000,Gary Oldman,10000,Michael Rapaport,975,True RomanceåÊ
Benedek Fliegauf,28,Eva Green,6000,Matt Smith,2000,Hannah Murray,1000,WombåÊ
James Foley,164,Kevin Spacey,18000,Al Pacino,14000,Jude Ciccolella,99,Glengarry Glen RossåÊ
Michael Winterbottom,187,Liam Aiken,818,Ned Beatty,467,Jay R. Ferguson,204,The Killer Inside MeåÊ
Paul Schrader,261,Ed Begley Jr.,783,Ruby Dee,782,John Heard,697,Cat PeopleåÊ
Stewart Hendler,10,Julian Morris,1000,Margo Harshman,668,Rumer Willis,472,Sorority RowåÊ
John Cromwell,19,David Niven,490,Mary Astor,185,Ronald Colman,135,The Prisoner of ZendaåÊ
Craig Gillespie,44,Ryan Gosling,33000,Kelli Garner,730,Paul Schneider,552,Lars and the Real GirlåÊ
Mark Herman,39,Richard Johnson,77,Sheila Hancock,32,Cara Horgan,18,The Boy in the Striped PajamasåÊ
Lars von Trier,3000,Catherine Deneuve,963,Udo Kier,595,BjÌ¦rk,322,Dancer in the DarkåÊ
Gillian Armstrong,44,Tom Wilkinson,1000,Richard Roxburgh,653,Clive Russell,241,Oscar and LucindaåÊ
Abel Ferrara,220,Isabella Rossellini,812,Vincent Gallo,787,Gretchen Mol,599,The FuneralåÊ
Brian Koppelman,34,Jenna Fischer,966,David Costabile,681,Richard Schiff,506,Solitary ManåÊ
Ethan Maniquis,20,Robert De Niro,22000,Don Johnson,982,Cheech Marin,844,MacheteåÊ
George Hickenlooper,60,Kevin Spacey,18000,Eric Schweig,322,Christian Campbell,168,Casino JackåÊ
Don Bluth,383,Judith Barsi,912,Gabriel Damon,320,Bill Erwin,191,The Land Before TimeåÊ
Je-kyu Kang,16,Min-sik Choi,717,Bin Won,517,Dong-gun Jang,489,Tae Guk Gi: The Brotherhood of WaråÊ
William Dear,50,Clifton Collins Jr.,968,Cheech Marin,844,Bruce McGill,655,The Perfect GameåÊ
William Friedkin,607,Ellen Burstyn,1000,Linda Blair,931,Lee J. Cobb,259,The ExorciståÊ
Steven Spielberg,14000,Roy Scheider,813,Robert Shaw,559,Murray Hamilton,366,JawsåÊ
Paul Weitz,80,Alyson Hannigan,3000,Shannon Elizabeth,1000,Natasha Lyonne,1000,American PieåÊ
StÌ©phane Aubier,2,Mackenzie Foy,6000,Megan Mullally,637,Lambert Wilson,186,Ernest & CelestineåÊ
Michael Ritchie,23,Victor Wong,400,Randall 'Tex' Cobb,255,Charlotte Lewis,148,The Golden ChildåÊ
Tim Story,167,Chris Brown,997,Romany Malco,966,Regina Hall,807,Think Like a ManåÊ
Tim Story,167,Sean Patrick Thomas,656,Jason George,528,Cedric the Entertainer,436,BarbershopåÊ
Nicholas Meyer,120,Leonard Nimoy,12000,Kirstie Alley,980,Nichelle Nichols,664,Star Trek II: The Wrath of KhanåÊ
Tom Shadyac,293,Sean Young,759,Udo Kier,595,David Margulies,567,Ace Ventura: Pet DetectiveåÊ
John Badham,139,Matthew Broderick,2000,Barry Corbin,883,Ally Sheedy,793,WarGamesåÊ
Peter Weir,608,Harrison Ford,11000,Viggo Mortensen,10000,Lukas Haas,733,WitnessåÊ
Mike McCoy,16,Alex Veadov,93,Jason Cottle,17,Rorke Denver,11,Act of ValoråÊ
Anne Fletcher,98,Channing Tatum,17000,Alyson Stoner,2000,Josh Henderson,920,Step UpåÊ
Mike Judge,406,Bruce Willis,13000,Demi Moore,2000,John Doman,616,Beavis and Butt-Head Do AmericaåÊ
Quentin Tarantino,16000,Robert De Niro,22000,Sid Haig,1000,Robert Forster,889,Jackie BrownåÊ
Jon Hurwitz,22,Danneel Ackles,1000,Eric Winter,954,Beverly D'Angelo,816,Harold & Kumar Escape from Guantanamo BayåÊ
Josh Trank,128,Michael Kelly,963,Alex Russell,465,Ashley Hinshaw,371,ChronicleåÊ
Barbra Streisand,0,Miriam Margolyes,405,Amy Irving,194,Steven Hill,122,YentlåÊ
Terry Gilliam,0,Shelley Duvall,629,Michael Palin,561,Kenny Baker,504,Time BanditsåÊ
Tamra Davis,33,Britney Spears,1000,Katherine Boecher,188,Dave Allen,135,CrossroadsåÊ
Nima Nourizadeh,166,Dax Flame,971,Kirby Bliss Blanton,329,Oliver Cooper,281,Project XåÊ
Franklin J. Schaffner,76,George C. Scott,654,Karl Malden,416,Bill Hickman,78,PattonåÊ
Mark Romanek,132,Robin Williams,49000,Gary Cole,989,Connie Nielsen,933,One Hour PhotoåÊ
John Erick Dowdle,66,Andrew Fiscella,137000,Jay Hernandez,1000,Dania Ramirez,1000,QuarantineåÊ
David Moreau,0,ChloÌÇ Grace Moretz,17000,Alessandro Nivola,527,Obba BabatundÌ©,451,The EyeåÊ
Christopher Erskin,4,Vanessa Williams,1000,Shannon Elizabeth,1000,Shad Moss,826,Johnson Family VacationåÊ
Jesse Dylan,58,Hector Elizondo,995,Fred Willard,729,T.J. Thyne,722,How HighåÊ
Brian Henson,53,Steven Mackintosh,227,Jerry Nelson,94,Steve Whitmire,84,The Muppet Christmas CarolåÊ
Martin Campbell,258,Eva Green,6000,Tobias Menzies,1000,Ivana Milicevic,834,Casino RoyaleåÊ
Julie Taymor,278,Salma Hayek,4000,Roger Rees,1000,Valeria Golino,898,FridaåÊ
Dan Cutforth,4,Lexie Contursi,28,Ashley Ashida Dixon,9,Anthony Burrell,8,Katy Perry: Part of MeåÊ
Josh Boone,131,Shailene Woodley,8000,Sam Trammell,1000,Nat Wolff,733,The Fault in Our StarsåÊ
John Dahl,131,Matt Damon,13000,Martin Landau,940,Gretchen Mol,599,RoundersåÊ
Chris Rock,0,Rosario Dawson,3000,Romany Malco,966,J.B. Smoove,555,Top FiveåÊ
John Frankenheimer,287,Talia Shire,452,Richard Dysart,122,Robert Foxworth,79,ProphecyåÊ
David Koepp,192,Illeana Douglas,347,Kathryn Erbe,301,Lusia Strus,282,Stir of EchoesåÊ
,,Peter Mensah,1000,Kelvin Taylor,939,Viva Bianca,898,Spartacus: War of the DamnedåÊ            
Stephen Frears,350,Steve Coogan,1000,Mare Winningham,482,Peter Hermann,322,PhilomenaåÊ
Mike Binder,57,Alicia Witt,975,Erika Christensen,931,Joan Allen,805,The Upside of AngeråÊ
Franklin J. Schaffner,76,Laurence Olivier,1000,Anne Meara,837,Steve Guttenberg,801,The Boys from BrazilåÊ
Elizabeth Allen Rosenbaum,20,Tammin Sursok,836,Joanna 'JoJo' Levesque,826,Dichen Lachman,717,AquamarineåÊ
Jake Schreier,14,Nat Wolff,733,Cara Delevingne,558,Meg Crosbie,376,Paper TownsåÊ
Cheryl Dunye,17,Michael Imperioli,873,Marsha Thomason,691,Bai Ling,581,My Baby's DaddyåÊ
Alexander Payne,729,Devin Ratray,1000,Bruce Dern,844,Will Forte,622,NebraskaåÊ
Ernest R. Dickerson,226,CCH Pounder,1000,Jada Pinkett Smith,851,Gary Farmer,580,Tales from the Crypt: Demon KnightåÊ
Tim Hill,25,Noel Fisher,833,Amber Valletta,626,Larry Miller,611,Max Keeble's Big MoveåÊ
Jason Reitman,655,Charlize Theron,9000,Patton Oswalt,786,Collette Wolfe,390,Young AdultåÊ
Mark Neveldine,83,Jason Statham,26000,Edi Gathegi,725,Jose Pablo Cantillo,501,CrankåÊ
Lionel C. Martin,3,Bernie Mac,1000,Gilbert Gottfried,560,Lark Voorhies,324,How to Be a PlayeråÊ
Richard LaGravenese,98,Holly Hunter,1000,Eddie Cibrian,849,Jenette Goldstein,604,Living Out LoudåÊ
Sanaa Hamri,43,Common,988,Laz Alonso,826,Mehcad Brooks,696,Just WrightåÊ
Jonathan Demme,438,Anne Hathaway,11000,Rosemarie DeWitt,536,Bill Irwin,471,Rachel Getting MarriedåÊ
Bob Rafelson,30,Anjelica Huston,1000,Michael Lerner,230,John Colicos,85,The Postman Always Rings TwiceåÊ
Peter Webber,73,Scarlett Johansson,19000,Colin Firth,14000,Tom Wilkinson,1000,Girl with a Pearl EarringåÊ
Wolfgang Petersen,249,JÌ_rgen Prochnow,362,Martin Semmelrogge,21,Herbert GrÌ¦nemeyer,18,Das BootåÊ
John Lee Hancock,102,Dennis Quaid,2000,Marc Blucas,973,Jordi MollÌÊ,877,The AlamoåÊ
Wallace Wolodarsky,32,Heather Matarazzo,529,Barry Watson,526,Harland Williams,503,Sorority BoysåÊ
Richard Curtis,628,Tom Hughes,565,Tom Hollander,555,Lindsay Duncan,171,About TimeåÊ
Yimou Zhang,611,Takeshi Kaneshiro,755,Andy Lau,483,Zhengyong Zhang,4,House of Flying DaggersåÊ
Nicholas Jarecki,27,Nate Parker,664,Curtiss Cook,591,Reg E. Cathey,360,ArbitrageåÊ
Dean Israelite,16,Gary Weeks,452,Jonny Weston,328,Sofia Black-D'Elia,265,Project AlmanacåÊ
Darnell Martin,67,Cedric the Entertainer,436,Veronika Dash,223,Tammy Blanchard,192,Cadillac RecordsåÊ
Scott Alexander,25,Sarah Silverman,931,Dave Chappelle,744,Sherman Hemsley,654,ScrewedåÊ
Stuart Gordon,216,Christopher Lambert,1000,Kurtwood Smith,1000,Clifton Collins Jr.,968,FortressåÊ
Christopher Guest,378,John Michael Higgins,957,Catherine O'Hara,925,Ed Begley Jr.,783,For Your ConsiderationåÊ
Woody Allen,11000,Melanie Griffith,537,Aleksa Palladino,255,Greg Mottola,99,CelebrityåÊ
Ryan Murphy,708,Jill Clayburgh,433,Joseph Cross,398,Dagmara Dominczyk,316,Running with ScissorsåÊ
Robert Iscove,7,Anika Noni Rose,525,Kelly Clarkson,281,Brian Dietzen,251,From Justin to KellyåÊ
Spike Lee,0,Michael Imperioli,873,Debi Mazar,680,Gretchen Mol,599,Girl 6åÊ
Jane Campion,319,Jennifer Jason Leigh,1000,Nick Damici,65,Susan Gardner,48,In the CutåÊ
James Gray,115,Isabella Rossellini,812,Vinessa Shaw,580,Samantha Ivers,103,Two LoversåÊ
Fred Schepisi,40,Bob Hoskins,5000,Ray Winstone,1000,JJ Feild,794,Last OrdersåÊ
Joon-ho Bong,584,Doona Bae,629,Kang-ho Song,398,Ah-sung Ko,74,The HoståÊ
Roger Spottiswoode,55,Robert Duvall,3000,Treat Williams,642,Paul Gleason,212,The Pursuit of D.B. CooperåÊ
Antonia Bird,61,Jeremy Davies,769,Jeffrey Jones,692,David Arquette,611,RavenousåÊ
Jon Poll,20,Robert Downey Jr.,21000,Megan Park,569,Hope Davis,442,Charlie BartlettåÊ
Paolo Sorrentino,667,Toni Servillo,211,Sabrina Ferilli,98,Serena Grandi,70,The Great BeautyåÊ
Peter Care,0,Kieran Culkin,1000,Michael Harding,165,Jake Richardson,77,The Dangerous Lives of Altar BoysåÊ
Chan-wook Park,0,Mia Wasikowska,3000,Alden Ehrenreich,1000,Harmony Korine,520,StokeråÊ
Kar-Wai Wong,0,Li Gong,878,Tony Chiu Wai Leung,643,Maggie Cheung,576,2046åÊ
Ira Sachs,60,David Richmond-Peck,60,Erin Boyes,46,Timothy Webber,18,Married LifeåÊ
Carroll Ballard,19,Eamonn Walker,706,Hope Davis,442,Campbell Scott,393,DumaåÊ
Neil Jordan,277,Tony Curran,845,Stephen Rea,327,Alicja Bachleda,289,OndineåÊ
Takeshi Kitano,0,Omar Epps,865,Tatyana Ali,685,James Shigeta,403,BrotheråÊ
Anthony Russo,94,Michael Jeter,693,Isaiah Washington,534,Andy Davoli,146,Welcome to CollinwoodåÊ
Sidney Lumet,0,Kyra Sedgwick,941,Anne Bancroft,754,Albert Brooks,745,Critical CareåÊ
Vadim Perelman,26,Eva Amurri Martino,797,Lynn Cohen,474,Brett Cullen,350,The Life Before Her EyesåÊ
Lawrence Kasdan,759,Dianne Wiest,967,Mark Duplass,830,Sam Shepard,820,Darling CompanionåÊ
Marco Kreuzpaintner,7,Zack Ward,662,Kate del Castillo,345,Alicja Bachleda,289,TradeåÊ
Lajos Koltai,45,Marcell Nagy,9,PÌ©ter Fancsikai,2,BÌÁlint PÌ©ntek,0,FatelessåÊ
Alan Rudolph,18,Bruce Willis,13000,Albert Finney,883,Omar Epps,865,Breakfast of ChampionsåÊ
Yimou Zhang,611,Honglei Sun,9,Ni Yan,4,Dahong Ni,3,"A Woman, a Gun and a Noodle ShopåÊ"
Vincenzo Natali,165,David Hewlett,686,Jeremy Northam,327,Kari Matchett,280,CypheråÊ
Chuan Lu,14,Ye Liu,52,Yuanyuan Gao,32,Ryu Kohata,3,City of Life and DeathåÊ
Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,HomeåÊ
Lijun Sun,0,Jon Heder,970,Tom Arnold,618,Rebecca Black,188,Legend of Kung Fu RabbitåÊ
Takashi Yamazaki,7,Takuya Kimura,84,Meisa Kuroki,33,Hiroyuki Ikeuchi,16,Space Battleship YamatoåÊ
Renny Harlin,212,Richard Coyle,567,Kenneth Cranham,111,Ana Imnadze,18,5 Days of WaråÊ
Christopher Smith,76,Rachael Carpani,181,Michael Dorman,168,Emma Lung,42,TriangleåÊ
Timothy Hines,0,Christopher Lambert,1000,Kelly LeBrock,445,Alexandra Callas,247,10 Days in a MadhouseåÊ
Randall Wallace,130,Jacob Vargas,399,Connor Corum,116,Rob Moran,79,Heaven Is for RealåÊ
Guy Ritchie,0,Jason Statham,26000,Brad Pitt,11000,Jason Flemyng,1000,SnatchåÊ
David Winters,49,Gary Daniels,551,Matt Marr,85,Ginger Jensen,84,Dancin' It's OnåÊ
Mary Lambert,52,Miko Hughes,969,Fred Gwynne,886,Denise Crosby,426,Pet SemataryåÊ
Akira Kurosawa,0,Tatsuo Matsumura,15,Tetsu Watanabe,6,Akira Terao,4,MadadayoåÊ
Jamie Thraves,2,Paddy Considine,680,Caroline Dhavernas,544,Charlotte Sullivan,388,The Cry of the OwlåÊ
Mabel Cheung,3,Wei Tang,215,Ching Wan Lau,27,Hailu Qin,2,A Tale of Three CitiesåÊ
Joe Dante,287,Phoebe Cates,767,Harry Carey Jr.,281,Zach Galligan,233,GremlinsåÊ
George Lucas,0,Harrison Ford,11000,Peter Cushing,1000,Kenny Baker,504,Star Wars: Episode IV - A New HopeåÊ
Dan Mazer,11,Robert De Niro,22000,Zoey Deutch,851,Jason Mantzoukas,411,Dirty GrandpaåÊ
David Lean,767,Julie Christie,597,Klaus Kinski,396,Geraldine Chaplin,382,Doctor ZhivagoåÊ
Stephen Daldry,335,Wagner Moura,585,Selton Mello,68,Daniel Zettel,14,TrashåÊ
Kenny Ortega,197,Lucas Grabeel,755,Matt Prokop,734,Corbin Bleu,632,High School Musical 3: Senior YearåÊ
